id,utc_created,utc_updated,country,country_code,indicator_code,indicator,value,year
36,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Djibouti,DJI,138806,"IHDI: Inequality-adjusted HDI value",0.306,2013
37,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Denmark,DNK,138806,"IHDI: Inequality-adjusted HDI value",0.838,2013
38,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Dominican Republic",DOM,138806,"IHDI: Inequality-adjusted HDI value",0.535,2013
39,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Ecuador,ECU,138806,"IHDI: Inequality-adjusted HDI value",0.549,2013
40,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Egypt,EGY,138806,"IHDI: Inequality-adjusted HDI value",0.518,2013
41,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Spain,ESP,138806,"IHDI: Inequality-adjusted HDI value",0.775,2013
42,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Estonia,EST,138806,"IHDI: Inequality-adjusted HDI value",0.767,2013
43,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Ethiopia,ETH,138806,"IHDI: Inequality-adjusted HDI value",0.307,2013
44,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Finland,FIN,138806,"IHDI: Inequality-adjusted HDI value",0.83,2013
45,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Fiji,FJI,138806,"IHDI: Inequality-adjusted HDI value",0.613,2013
46,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",France,FRA,138806,"IHDI: Inequality-adjusted HDI value",0.804,2013
47,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Gabon,GAB,138806,"IHDI: Inequality-adjusted HDI value",0.512,2013
48,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","United Kingdom",GBR,138806,"IHDI: Inequality-adjusted HDI value",0.812,2013
49,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Georgia,GEO,138806,"IHDI: Inequality-adjusted HDI value",0.636,2013
50,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Ghana,GHA,138806,"IHDI: Inequality-adjusted HDI value",0.394,2013
51,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Guinea,GIN,138806,"IHDI: Inequality-adjusted HDI value",0.243,2013
52,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Guinea-Bissau,GNB,138806,"IHDI: Inequality-adjusted HDI value",0.239,2013
53,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Greece,GRC,138806,"IHDI: Inequality-adjusted HDI value",0.762,2013
54,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Guatemala,GTM,138806,"IHDI: Inequality-adjusted HDI value",0.422,2013
55,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Guyana,GUY,138806,"IHDI: Inequality-adjusted HDI value",0.522,2013
56,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Honduras,HND,138806,"IHDI: Inequality-adjusted HDI value",0.418,2013
57,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Croatia,HRV,138806,"IHDI: Inequality-adjusted HDI value",0.721,2013
58,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Haiti,HTI,138806,"IHDI: Inequality-adjusted HDI value",0.285,2013
59,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Hungary,HUN,138806,"IHDI: Inequality-adjusted HDI value",0.757,2013
60,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Indonesia,IDN,138806,"IHDI: Inequality-adjusted HDI value",0.553,2013
61,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",India,IND,138806,"IHDI: Inequality-adjusted HDI value",0.418,2013
62,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Ireland,IRL,138806,"IHDI: Inequality-adjusted HDI value",0.832,2013
63,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Iran (Islamic Republic of)",IRN,138806,"IHDI: Inequality-adjusted HDI value",0.498,2013
64,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Iraq,IRQ,138806,"IHDI: Inequality-adjusted HDI value",0.505,2013
65,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Iceland,ISL,138806,"IHDI: Inequality-adjusted HDI value",0.843,2013
66,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Israel,ISR,138806,"IHDI: Inequality-adjusted HDI value",0.793,2013
67,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Italy,ITA,138806,"IHDI: Inequality-adjusted HDI value",0.768,2013
68,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Jamaica,JAM,138806,"IHDI: Inequality-adjusted HDI value",0.579,2013
69,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Jordan,JOR,138806,"IHDI: Inequality-adjusted HDI value",0.607,2013
70,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Japan,JPN,138806,"IHDI: Inequality-adjusted HDI value",0.779,2013
71,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Kazakhstan,KAZ,138806,"IHDI: Inequality-adjusted HDI value",0.667,2013
72,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Kenya,KEN,138806,"IHDI: Inequality-adjusted HDI value",0.36,2013
73,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Kyrgyzstan,KGZ,138806,"IHDI: Inequality-adjusted HDI value",0.519,2013
74,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Cambodia,KHM,138806,"IHDI: Inequality-adjusted HDI value",0.44,2013
75,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Kiribati,KIR,138806,"IHDI: Inequality-adjusted HDI value",0.416,2013
76,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Korea (Republic of)",KOR,138806,"IHDI: Inequality-adjusted HDI value",0.736,2013
77,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Lao People's Democratic Republic",LAO,138806,"IHDI: Inequality-adjusted HDI value",0.43,2013
78,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Lebanon,LBN,138806,"IHDI: Inequality-adjusted HDI value",0.606,2013
79,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Liberia,LBR,138806,"IHDI: Inequality-adjusted HDI value",0.273,2013
80,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Sri Lanka",LKA,138806,"IHDI: Inequality-adjusted HDI value",0.643,2013
81,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Lesotho,LSO,138806,"IHDI: Inequality-adjusted HDI value",0.313,2013
82,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Lithuania,LTU,138806,"IHDI: Inequality-adjusted HDI value",0.746,2013
83,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Luxembourg,LUX,138806,"IHDI: Inequality-adjusted HDI value",0.814,2013
84,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Latvia,LVA,138806,"IHDI: Inequality-adjusted HDI value",0.725,2013
85,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Morocco,MAR,138806,"IHDI: Inequality-adjusted HDI value",0.433,2013
86,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Moldova (Republic of)",MDA,138806,"IHDI: Inequality-adjusted HDI value",0.582,2013
87,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Madagascar,MDG,138806,"IHDI: Inequality-adjusted HDI value",0.346,2013
88,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Maldives,MDV,138806,"IHDI: Inequality-adjusted HDI value",0.521,2013
89,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Mexico,MEX,138806,"IHDI: Inequality-adjusted HDI value",0.583,2013
90,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","The former Yugoslav Republic of Macedonia",MKD,138806,"IHDI: Inequality-adjusted HDI value",0.633,2013
91,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Malta,MLT,138806,"IHDI: Inequality-adjusted HDI value",0.76,2013
92,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Montenegro,MNE,138806,"IHDI: Inequality-adjusted HDI value",0.733,2013
93,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Mongolia,MNG,138806,"IHDI: Inequality-adjusted HDI value",0.618,2013
94,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Mozambique,MOZ,138806,"IHDI: Inequality-adjusted HDI value",0.277,2013
95,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Mauritania,MRT,138806,"IHDI: Inequality-adjusted HDI value",0.315,2013
96,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Mauritius,MUS,138806,"IHDI: Inequality-adjusted HDI value",0.662,2013
97,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Malawi,MWI,138806,"IHDI: Inequality-adjusted HDI value",0.282,2013
98,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Namibia,NAM,138806,"IHDI: Inequality-adjusted HDI value",0.352,2013
99,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Niger,NER,138806,"IHDI: Inequality-adjusted HDI value",0.228,2013
100,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Nigeria,NGA,138806,"IHDI: Inequality-adjusted HDI value",0.3,2013
101,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Nicaragua,NIC,138806,"IHDI: Inequality-adjusted HDI value",0.452,2013
102,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Netherlands,NLD,138806,"IHDI: Inequality-adjusted HDI value",0.854,2013
103,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Norway,NOR,138806,"IHDI: Inequality-adjusted HDI value",0.891,2013
104,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Nepal,NPL,138806,"IHDI: Inequality-adjusted HDI value",0.384,2013
105,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Pakistan,PAK,138806,"IHDI: Inequality-adjusted HDI value",0.375,2013
106,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Panama,PAN,138806,"IHDI: Inequality-adjusted HDI value",0.596,2013
107,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Peru,PER,138806,"IHDI: Inequality-adjusted HDI value",0.562,2013
108,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Philippines,PHL,138806,"IHDI: Inequality-adjusted HDI value",0.54,2013
109,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Poland,POL,138806,"IHDI: Inequality-adjusted HDI value",0.751,2013
110,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Portugal,PRT,138806,"IHDI: Inequality-adjusted HDI value",0.739,2013
111,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Paraguay,PRY,138806,"IHDI: Inequality-adjusted HDI value",0.513,2013
112,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Romania,ROU,138806,"IHDI: Inequality-adjusted HDI value",0.702,2013
113,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Russian Federation",RUS,138806,"IHDI: Inequality-adjusted HDI value",0.685,2013
114,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Rwanda,RWA,138806,"IHDI: Inequality-adjusted HDI value",0.338,2013
115,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Senegal,SEN,138806,"IHDI: Inequality-adjusted HDI value",0.326,2013
116,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Solomon Islands",SLB,138806,"IHDI: Inequality-adjusted HDI value",0.374,2013
117,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Sierra Leone",SLE,138806,"IHDI: Inequality-adjusted HDI value",0.208,2013
118,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","El Salvador",SLV,138806,"IHDI: Inequality-adjusted HDI value",0.485,2013
119,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Serbia,SRB,138806,"IHDI: Inequality-adjusted HDI value",0.663,2013
120,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Sao Tome and Principe",STP,138806,"IHDI: Inequality-adjusted HDI value",0.384,2013
121,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Suriname,SUR,138806,"IHDI: Inequality-adjusted HDI value",0.534,2013
122,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Slovakia,SVK,138806,"IHDI: Inequality-adjusted HDI value",0.778,2013
123,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Slovenia,SVN,138806,"IHDI: Inequality-adjusted HDI value",0.824,2013
124,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Sweden,SWE,138806,"IHDI: Inequality-adjusted HDI value",0.84,2013
125,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Swaziland,SWZ,138806,"IHDI: Inequality-adjusted HDI value",0.354,2013
126,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Syrian Arab Republic",SYR,138806,"IHDI: Inequality-adjusted HDI value",0.518,2013
127,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Chad,TCD,138806,"IHDI: Inequality-adjusted HDI value",0.232,2013
128,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Togo,TGO,138806,"IHDI: Inequality-adjusted HDI value",0.317,2013
129,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Thailand,THA,138806,"IHDI: Inequality-adjusted HDI value",0.573,2013
130,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Tajikistan,TJK,138806,"IHDI: Inequality-adjusted HDI value",0.491,2013
131,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Timor-Leste,TLS,138806,"IHDI: Inequality-adjusted HDI value",0.43,2013
132,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Trinidad and Tobago",TTO,138806,"IHDI: Inequality-adjusted HDI value",0.649,2013
133,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Turkey,TUR,138806,"IHDI: Inequality-adjusted HDI value",0.639,2013
134,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Tanzania (United Republic of)",TZA,138806,"IHDI: Inequality-adjusted HDI value",0.356,2013
135,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Uganda,UGA,138806,"IHDI: Inequality-adjusted HDI value",0.335,2013
136,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Ukraine,UKR,138806,"IHDI: Inequality-adjusted HDI value",0.667,2013
137,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Uruguay,URY,138806,"IHDI: Inequality-adjusted HDI value",0.662,2013
138,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","United States",USA,138806,"IHDI: Inequality-adjusted HDI value",0.755,2013
139,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Uzbekistan,UZB,138806,"IHDI: Inequality-adjusted HDI value",0.556,2013
140,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139","Venezuela (Bolivarian Republic of)",VEN,138806,"IHDI: Inequality-adjusted HDI value",0.613,2013
141,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Vietnam,VNM,138806,"IHDI: Inequality-adjusted HDI value",0.543,2013
142,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Yemen,YEM,138806,"IHDI: Inequality-adjusted HDI value",0.336,2013
143,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Zambia,ZMB,138806,"IHDI: Inequality-adjusted HDI value",0.365,2013
144,"2016-01-07 10:10:52.689964","2016-01-07 10:10:52.690139",Zimbabwe,ZWE,138806,"IHDI: Inequality-adjusted HDI value",0.358,2013
